"subject","item","reading_time","ambiguity","group","gap_filling","group_G","gap_filling_G","ambiguity_G"
"Non-Native 15",19,12474,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 15",10,4283,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 15",20,4195,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 15",24,9129,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 15",6,13457,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 15",17,12714,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 15",1,12857,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 15",12,4215,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 15",11,7008,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 16",22,6163,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 16",9,9200,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 16",23,5821,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 16",5,6102,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 16",2,8739,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 16",8,14784,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 16",14,9812,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 16",16,14603,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 16",19,9449,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 16",6,8907,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 16",1,13540,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 16",15,10134,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 16",21,5936,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 16",4,6643,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 16",3,7571,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 16",13,7958,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 16",7,12831,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 16",24,24544,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 16",17,13536,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 16",11,5048,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 16",18,6675,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 16",20,4020,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 16",10,10943,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 16",12,7594,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 17",10,10700,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 17",22,6056,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 17",7,10813,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 17",9,12315,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 17",16,9563,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 17",2,11174,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 17",14,8581,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 17",15,29355,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 17",8,8563,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 17",11,19240,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 17",5,11862,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 17",3,8808,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 17",13,12486,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 17",19,16107,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 17",17,14033,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 17",12,16695,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 17",23,9096,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 17",4,11985,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 17",1,12762,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 17",20,14143,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 17",21,21254,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 17",24,19293,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 17",6,7846,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 17",18,14574,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 18",6,10430,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 18",15,10251,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 18",13,7037,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 18",1,8736,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 18",9,8115,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 18",14,7308,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 18",23,6511,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 18",4,11665,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 18",22,6125,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 18",7,5920,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 18",17,4935,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 18",2,8538,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 18",18,4247,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 18",8,6627,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 18",5,6402,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 18",12,6032,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 18",3,11458,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 18",24,5916,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 18",10,4823,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 18",20,6609,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 18",19,4045,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 18",21,3137,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 18",16,4757,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 18",11,5969,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 19",6,5373,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 19",3,16356,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 19",1,18603,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 19",23,17373,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 19",5,15781,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 19",8,7641,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 19",11,5687,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 19",18,9409,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 19",24,16957,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 19",2,14521,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 19",22,9467,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 19",16,9243,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 19",7,16972,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 19",10,18616,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 19",13,9091,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 19",12,9402,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 19",4,8385,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 19",19,8211,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 19",14,7423,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 19",15,12472,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 19",17,6559,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 19",21,13767,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 19",9,7487,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 19",20,10372,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 20",15,12790,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 20",17,11584,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 20",2,20159,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 20",3,8490,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 20",7,19041,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 20",21,7535,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 20",23,14203,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 20",22,12407,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 20",10,10449,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 20",9,17787,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 20",18,8916,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 20",11,8349,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 20",19,10706,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 20",16,16437,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 20",24,6744,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 20",14,9924,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 20",8,10454,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 20",4,13943,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 20",12,7598,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 20",5,5956,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 20",6,14714,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 20",1,14934,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 20",13,12807,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 20",20,8565,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 21",24,6513,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 21",9,8518,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 21",17,5676,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 21",23,5436,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 21",6,4887,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 21",13,6248,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 21",4,5034,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 21",1,5697,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 21",18,7757,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 21",12,12605,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 21",20,5297,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 21",21,5368,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 21",19,8982,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 21",14,12042,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 21",16,5046,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 21",8,4376,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 21",10,9140,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 21",15,7885,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 21",5,10994,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 21",2,5828,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 21",11,8275,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 21",7,5932,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 21",22,5492,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 21",3,6208,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 22",2,3387,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 22",19,6301,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 22",24,7531,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 22",13,8557,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 22",1,8311,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 22",6,12447,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 22",5,10119,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 22",12,3102,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 22",8,5002,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 22",15,4590,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 22",22,3339,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 22",7,9142,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 22",3,6997,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 22",14,3142,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 22",9,4846,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 22",17,3279,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 22",4,3064,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 22",23,2954,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 22",16,4139,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 22",20,3444,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 22",21,7775,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 22",11,4200,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 22",18,3417,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 22",10,8904,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 23",8,10652,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 23",13,3484,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 23",17,6017,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 23",18,3045,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 23",23,2638,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 23",22,3022,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 23",3,3065,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 23",12,3890,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 23",9,4955,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 23",15,3669,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 23",5,5281,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 23",10,4639,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 23",20,2510,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 23",11,4116,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 23",14,3979,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 23",16,4256,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 23",7,3929,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 23",6,3374,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 23",1,3625,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 23",24,5309,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 23",4,3534,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 23",19,3244,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 23",21,4499,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 23",2,3978,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 24",4,5145,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 24",20,8149,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 24",18,7206,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 24",7,6494,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 24",15,6365,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 24",23,9042,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 24",19,10908,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 24",9,9259,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 24",14,9032,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 24",8,5971,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 24",17,6124,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 24",10,9908,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 24",3,9472,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 24",16,13683,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 24",22,11425,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 24",1,7049,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 24",12,5981,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 24",6,10109,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 24",11,5524,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 24",2,9873,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 24",24,10410,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 24",21,8013,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 24",5,5533,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 24",13,6376,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 25",12,6895,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 25",13,4545,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 25",8,9957,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 25",18,5615,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 25",10,8055,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 25",5,10224,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 25",1,13431,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 25",17,4588,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 25",20,3514,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 25",2,3896,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 25",22,2980,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 25",6,3190,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 25",9,7697,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 25",16,6392,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 25",3,4271,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 25",21,3608,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 25",11,8272,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 25",24,6756,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 25",23,6656,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 25",7,6633,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 25",4,4993,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 25",19,5691,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 25",15,9663,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 25",14,4366,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 26",9,7988,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 26",22,6871,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 26",3,7628,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 26",16,3370,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 26",23,4568,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 26",8,3833,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 26",21,3995,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 26",5,9426,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 26",17,4146,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 26",1,3131,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 26",11,2994,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 26",12,3909,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 26",20,3107,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 26",18,4054,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 26",6,2742,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 26",19,2851,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 26",24,4144,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 26",2,3087,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 26",15,4317,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 26",14,2852,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 26",7,3657,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
