"subject","item","reading_time","ambiguity","group","gap_filling","group_G","gap_filling_G","ambiguity_G"
"Non-Native 4",13,4852,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 4",8,15591,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 4",15,13170,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 4",6,4959,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 4",16,4342,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 4",2,15530,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 4",4,3073,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 4",20,8163,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 4",1,7356,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 4",10,4679,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 4",3,8040,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 4",5,5134,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 4",7,12655,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 4",17,8918,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 4",12,4427,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 4",21,6919,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 5",24,7293,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 5",5,7563,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 5",23,12383,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 5",2,15655,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 5",8,6020,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 5",7,14252,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 5",21,3665,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 5",3,14572,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 5",13,4194,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 5",11,5985,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 5",10,5004,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 5",16,15111,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 5",4,10402,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 5",20,8684,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 5",15,4672,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 5",17,18429,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 5",1,23649,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 5",19,11498,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 5",22,8600,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 5",6,11162,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 5",14,8675,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 5",9,6913,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 5",12,5322,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 5",18,10339,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 6",16,7004,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 6",14,15244,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 6",21,11963,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 6",23,8962,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 6",5,10596,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 6",18,15143,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 6",1,15295,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 6",2,13550,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 6",22,6575,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 6",15,9823,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 6",24,5869,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 6",19,11130,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 6",20,9556,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 6",17,8209,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 6",9,8332,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 6",6,7814,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 6",8,11683,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 6",13,15344,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 6",4,6564,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 6",7,23715,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 6",3,17809,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 6",12,11182,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 6",11,6351,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 6",10,10750,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 7",20,11293,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 7",17,11815,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 7",10,19672,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 7",1,16483,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 7",24,18786,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 7",4,11284,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 7",3,9385,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 7",22,6018,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 7",16,5899,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 7",5,12143,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 7",8,11079,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 7",11,10319,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 7",2,14816,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 7",21,6277,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 7",18,6337,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 7",15,11334,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 7",19,10987,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 7",23,13282,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 7",6,9658,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 7",14,8826,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 7",13,8055,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 7",9,18697,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 7",12,8835,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 7",7,9445,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 8",14,7902,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 8",21,6909,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 8",13,5596,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 8",18,8568,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 8",19,7275,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 8",7,7405,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 8",17,7374,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 8",23,7920,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 8",24,3560,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 8",2,5392,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 8",4,4665,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 8",3,2741,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 8",20,3150,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 8",12,3562,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 8",16,2397,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 8",10,3195,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 8",15,4673,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 8",22,4713,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 8",9,4140,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 8",6,5740,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 8",11,3257,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 8",1,5209,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 8",5,5016,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 8",8,5374,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 9",15,13177,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 9",20,8398,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 9",18,11382,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 9",9,11596,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 9",14,5840,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 9",13,6751,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 9",17,22957,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 9",3,4710,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 9",7,8604,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 9",10,13826,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 9",19,10426,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 9",4,14344,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 9",24,4541,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 9",11,15216,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 9",22,7471,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 9",12,9700,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 9",1,8524,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 9",2,6588,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 9",16,7405,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 9",8,14467,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 9",21,14625,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 9",23,3352,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 9",6,12598,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 9",5,5874,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 10",9,18916,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 10",5,13087,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 10",4,9981,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 10",18,13054,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 10",15,13635,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 10",19,16164,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 10",2,13183,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 10",7,16121,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 10",16,20443,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 10",11,14117,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 10",13,11707,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 10",6,29623,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 10",21,14731,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 10",22,16647,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 10",17,22383,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 10",20,15723,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 10",1,21528,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 10",24,19317,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 10",10,18260,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 10",12,23835,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 10",3,15697,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 10",8,7755,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 10",23,7571,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 10",14,8881,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 11",11,7226,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 11",17,6593,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 11",10,5391,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 11",23,5333,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 11",13,4088,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 11",16,3519,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 11",24,3664,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 11",9,7735,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 11",2,5319,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 11",8,3311,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 11",12,3819,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 11",15,11858,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 11",5,4752,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 11",7,2942,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 11",19,2867,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 11",1,8904,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 11",18,8229,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 11",22,2685,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 11",3,2748,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 11",21,2669,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 11",14,3394,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 11",20,2379,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 11",6,2532,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 11",4,2427,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 12",20,6626,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 12",7,11330,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 12",2,11164,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 12",11,4378,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 12",23,5964,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 12",4,12501,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 12",3,6352,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 12",19,8042,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 12",15,10316,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 12",17,8427,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 12",24,4341,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 12",18,6425,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 12",5,6591,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 12",14,8633,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 12",10,8435,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 12",1,19606,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 12",9,12723,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 12",13,9440,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 12",21,3857,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 12",12,5649,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 12",8,10037,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 12",22,7662,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 12",16,10493,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 12",6,12429,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 13",18,10775,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 13",22,10884,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 13",11,9428,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 13",2,17211,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 13",1,13511,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 13",10,9118,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 13",16,14221,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 13",14,11955,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 13",15,6814,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 13",9,7079,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 13",3,7739,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 13",19,8167,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 13",7,4930,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 13",12,5440,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 13",24,9825,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 13",21,5797,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 13",13,5369,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 13",17,12522,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 13",5,10520,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 13",4,6018,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 13",8,5776,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 13",20,3569,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 13",6,7297,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 13",23,9555,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 14",1,18120,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 14",21,11125,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 14",5,12235,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 14",9,12947,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 14",18,7979,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 14",17,14040,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 14",23,7209,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 14",6,15806,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 14",24,19528,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 14",10,13161,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 14",15,15912,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 14",16,11934,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 14",20,7116,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 14",3,6605,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 14",14,8760,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 14",12,7156,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 14",19,9482,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 14",22,7281,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 14",8,11082,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 14",2,7012,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 14",4,8487,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 14",13,4975,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 14",11,7810,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 14",7,5684,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 15",22,14926,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 15",7,13525,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 15",2,26741,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 15",16,5989,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 15",3,28623,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 15",8,11737,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 15",23,17436,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 15",9,14866,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 15",13,20737,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 15",14,13663,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 15",5,4228,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 15",21,4142,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 15",18,14768,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 15",15,13258,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 15",4,10443,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
