"subject","item","response","response_time","ambiguity","group","gap_filling","ambiguity_G","group_G","gap_filling_G"
"Native 23",8,1,"1303",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 23",2,1,"1138",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 23",17,1,"1197",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 23",12,1,"1188",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 24",2,1,"1408",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 24",10,0,"2902",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 24",7,0,"2042",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 24",16,0,"2331",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 24",13,1,"1426",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 24",8,0,"1475",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 24",5,1,"1486",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 24",14,0,"1622",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 24",17,1,"1559",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 24",1,1,"2833",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 24",11,1,"3867",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 24",4,1,"2266",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 25",18,0,"2179",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 25",10,0,"7831",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 25",6,0,"2497",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 25",15,1,"3700",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 25",1,1,"4763",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 25",16,1,"5834",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 25",7,1,"2105",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 25",9,1,"1189",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 25",12,1,"2052",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 25",4,1,"1958",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 25",3,1,"2226",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 25",13,1,"2439",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 26",17,1,"1736",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 26",3,0,"2316",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 26",2,0,"1049",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 26",18,0,"2090",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 26",12,0,"2306",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 26",8,1,"1423",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 26",6,1,"2018",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 26",11,0,"1563",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 26",9,0,"1301",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 26",5,1,"2012",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 26",15,0,"1356",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 26",14,0,"1517",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 27",5,1,"5425",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 27",1,0,"3064",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 27",4,1,"2390",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 27",8,0,"9634",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 27",16,0,"3809",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 27",10,0,"2699",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 27",11,1,"5717",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 27",2,1,"2352",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 27",7,0,"3379",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 27",13,1,"2738",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 27",14,0,"4516",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 27",17,0,"3379",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 28",12,0,"1627",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 28",16,0,"2759",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 28",18,1,"2553",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 28",7,1,"3714",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 28",6,1,"3128",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 28",13,1,"1930",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 28",4,1,"1432",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 28",10,1,"1627",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 28",15,1,"2459",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 28",3,1,"1661",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 28",1,1,"1449",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 28",9,1,"1370",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 29",11,1,"2234",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 29",3,1,"1606",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 29",8,1,"1017",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 29",5,0,"1112",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 29",15,0,"1674",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 29",2,1,"1039",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 29",9,0,"1785",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 29",12,1,"843",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 29",18,0,"1435",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 29",17,1,"1610",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 29",6,0,"907",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 29",14,0,"1451",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 30",2,1,"1465",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 30",5,0,"2186",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 30",11,1,"1750",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 30",14,1,"2871",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 30",13,1,"1189",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 30",17,0,"1846",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 30",16,0,"920",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 30",4,1,"819",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 30",8,1,"1914",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 30",1,0,"1131",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 30",7,0,"837",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 30",10,0,"2569",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 31",1,0,"1769",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 31",15,0,"5421",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 31",12,1,"2586",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 31",7,1,"6901",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 31",6,1,"3714",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 31",18,1,"3585",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 31",9,1,"2393",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 31",10,1,"1754",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 31",16,0,"1062",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 31",3,1,"2195",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 31",4,1,"2733",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 31",13,1,"2660",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 32",5,1,"4369",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 32",12,1,"1708",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 32",2,1,"1542",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 32",9,1,"1890",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 32",15,0,"3739",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 32",11,0,"1883",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 32",18,1,"4657",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 32",6,0,"2959",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 32",17,1,"2242",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 32",3,1,"2384",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 32",8,1,"2092",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 32",14,1,"2542",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 33",5,0,"2544",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 33",7,1,"1534",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 33",11,1,"3060",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 33",8,0,"1333",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 33",10,1,"1221",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 33",13,1,"1556",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 33",4,1,"1257",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 33",2,1,"1623",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 33",16,1,"1037",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 33",17,1,"959",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 33",1,1,"2968",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 33",14,1,"1963",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 34",7,1,"2644",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 34",1,1,"1681",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 34",15,1,"2471",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 34",13,0,"2685",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 34",12,1,"1073",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 34",18,1,"3391",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 34",4,1,"1595",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 34",9,0,"1664",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 34",10,1,"813",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 34",16,1,"766",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 34",6,1,"1961",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 34",3,1,"1781",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 35",3,1,"3458",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 35",5,1,"3610",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 35",9,1,"2080",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 35",14,1,"2162",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 35",11,1,"2972",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 35",8,1,"2914",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 35",6,1,"3227",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 35",17,1,"1828",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 35",18,1,"2873",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 35",15,1,"6385",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 35",2,1,"1853",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 35",12,1,"1688",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 36",5,1,"2273",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 36",4,0,"5864",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 36",14,0,"3049",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 36",17,0,"1120",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 36",11,0,"4881",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 36",13,1,"3279",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 36",8,1,"1339",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 36",2,1,"1909",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 36",16,1,"2768",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 36",1,1,"3317",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 36",7,1,"1365",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 36",10,1,"2776",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 37",3,1,"2180",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 37",15,1,"2567",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 37",9,1,"2221",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 37",10,1,"1013",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 37",1,1,"2387",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 37",4,1,"1483",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 37",13,1,"1508",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 37",18,1,"1076",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 37",12,1,"1553",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 37",16,1,"1529",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 37",7,1,"1482",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 37",6,1,"1330",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 38",6,1,"1987",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 38",15,0,"1869",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 38",2,0,"1606",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 38",3,1,"1494",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 38",17,0,"3046",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 38",8,1,"1567",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 38",18,1,"3729",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 38",9,0,"1513",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 38",11,0,"3909",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 38",14,1,"3446",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 38",12,1,"2761",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 38",5,1,"2161",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 39",4,1,"5735",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 39",5,1,"1999",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 39",7,1,"1401",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 39",11,0,"1813",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 39",16,0,"2555",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 39",14,1,"3239",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 39",2,1,"1552",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 39",13,0,"1144",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 39",8,0,"1392",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 39",17,1,"1902",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 39",1,1,"2681",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 39",10,1,"1993",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 40",9,0,"1623",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 40",2,1,"2935",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 40",3,0,"2776",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 40",14,0,"4270",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 40",17,0,"3571",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 40",6,0,"3057",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 40",8,1,"1287",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 40",15,0,"11189",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 40",11,1,"2504",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 40",5,1,"4916",0.5,-0.5,0.5,"Ambiguous","Native","Non_Filling_Gap"
"Native 40",18,0,"2771",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Native 40",12,1,"1496",-0.5,-0.5,0.5,"Unambiguous","Native","Non_Filling_Gap"
"Non-Native 1",13,0,"1349",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 1",5,0,"1192",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 1",16,0,"2624",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 1",8,0,"1796",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 1",10,0,"2211",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 1",14,0,"4188",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 1",2,1,"2567",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 1",17,0,"2485",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 1",4,0,"2986",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 1",7,1,"1620",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 1",11,0,"2800",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 1",1,0,"5489",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 2",7,1,"2346",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 2",3,1,"3304",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 2",18,0,"4273",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 2",1,1,"5344",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 2",16,1,"2669",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 2",10,1,"2156",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 2",4,1,"1757",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 2",13,1,"1766",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 2",9,1,"2655",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 2",6,0,"2083",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 2",15,1,"2487",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 2",12,1,"2254",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 3",5,0,"10664",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 3",14,1,"5430",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 3",15,0,"6713",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 3",17,1,"3386",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 3",12,1,"2198",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 3",9,1,"1441",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 3",8,0,"2191",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 3",6,1,"4350",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 3",3,1,"1904",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 3",18,1,"3574",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 3",2,1,"1275",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 3",11,0,"2777",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 4",11,0,"7407",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 4",5,1,"3802",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 4",14,1,"8069",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 4",13,1,"2606",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 4",7,1,"2356",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 4",10,0,"10664",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 4",1,0,"6882",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 4",8,1,"2599",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 4",4,1,"1489",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 4",17,1,"2165",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 4",16,1,"4581",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 4",2,1,"4320",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 5",10,0,"1823",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 5",3,0,"3125",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 5",4,1,"2524",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 5",1,0,"3415",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 5",18,0,"1314",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 5",12,0,"4633",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 5",7,0,"3437",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 5",16,0,"2718",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 5",13,1,"1988",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 5",6,0,"1375",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 5",9,0,"1244",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 5",15,0,"2715",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 6",8,1,"1530",0.5,0.5,0.5,"Ambiguous","Non-Native","Non_Filling_Gap"
"Non-Native 6",12,1,"1987",-0.5,0.5,0.5,"Unambiguous","Non-Native","Non_Filling_Gap"
