"controller","condition","item","response","response_time","subject","group_G","reading_time","ambiguity_G","filled_gap_G"
"PictureAccept","exp2-1",40,1,"4581","Non-Native 4","Non-Native",4581,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",27,1,"3502","Non-Native 4","Non-Native",3502,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",49,0,"5086","Non-Native 4","Non-Native",5086,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",26,1,"4320","Non-Native 4","Non-Native",4320,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",50,1,"3649","Non-Native 4","Non-Native",3649,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",52,1,"1435","Non-Native 4","Non-Native",1435,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",53,1,"1987","Non-Native 4","Non-Native",1987,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",30,0,"2181","Non-Native 4","Non-Native",2181,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",43,0,"10295","Non-Native 4","Non-Native",10295,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",43,0,"3902","Non-Native 5","Non-Native",3902,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",46,1,"1237","Non-Native 5","Non-Native",1237,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",44,1,"1611","Non-Native 5","Non-Native",1611,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",41,1,"2255","Non-Native 5","Non-Native",2255,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",26,1,"4795","Non-Native 5","Non-Native",4795,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",34,0,"1823","Non-Native 5","Non-Native",1823,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",50,1,"971","Non-Native 5","Non-Native",971,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",53,1,"3075","Non-Native 5","Non-Native",3075,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",54,1,"1162","Non-Native 5","Non-Native",1162,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",27,0,"3125","Non-Native 5","Non-Native",3125,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",47,0,"2218","Non-Native 5","Non-Native",2218,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",28,1,"2524","Non-Native 5","Non-Native",2524,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",25,0,"3415","Non-Native 5","Non-Native",3415,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",42,0,"1314","Non-Native 5","Non-Native",1314,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",36,0,"4633","Non-Native 5","Non-Native",4633,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",31,0,"3437","Non-Native 5","Non-Native",3437,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",40,0,"2718","Non-Native 5","Non-Native",2718,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",37,1,"1988","Non-Native 5","Non-Native",1988,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",49,0,"2401","Non-Native 5","Non-Native",2401,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",30,0,"1375","Non-Native 5","Non-Native",1375,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",51,1,"1146","Non-Native 5","Non-Native",1146,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",52,1,"1661","Non-Native 5","Non-Native",1661,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",38,1,"1626","Non-Native 5","Non-Native",1626,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",35,1,"1426","Non-Native 5","Non-Native",1426,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",45,1,"1079","Non-Native 5","Non-Native",1079,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",33,0,"1244","Non-Native 5","Non-Native",1244,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",39,0,"2715","Non-Native 5","Non-Native",2715,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",29,1,"972","Non-Native 5","Non-Native",972,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",32,1,"1154","Non-Native 5","Non-Native",1154,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",48,0,"2474","Non-Native 5","Non-Native",2474,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",46,1,"3106","Non-Native 6","Non-Native",3106,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",34,1,"2917","Non-Native 6","Non-Native",2917,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",45,1,"1499","Non-Native 6","Non-Native",1499,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",43,0,"5362","Non-Native 6","Non-Native",5362,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",52,1,"2211","Non-Native 6","Non-Native",2211,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",32,1,"1530","Non-Native 6","Non-Native",1530,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",36,1,"1987","Non-Native 6","Non-Native",1987,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",38,1,"3632","Non-Native 6","Non-Native",3632,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",48,1,"3453","Non-Native 6","Non-Native",3453,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",26,1,"4177","Non-Native 6","Non-Native",4177,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",33,1,"2420","Non-Native 6","Non-Native",2420,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",29,1,"1227","Non-Native 6","Non-Native",1227,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",39,1,"6371","Non-Native 6","Non-Native",6371,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",44,1,"2747","Non-Native 6","Non-Native",2747,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",40,1,"2483","Non-Native 6","Non-Native",2483,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",49,0,"2406","Non-Native 6","Non-Native",2406,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",31,1,"1395","Non-Native 6","Non-Native",1395,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",47,1,"1079","Non-Native 6","Non-Native",1079,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",53,1,"1732","Non-Native 6","Non-Native",1732,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",30,1,"2785","Non-Native 6","Non-Native",2785,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",25,1,"2747","Non-Native 6","Non-Native",2747,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",28,1,"1856","Non-Native 6","Non-Native",1856,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",27,1,"916","Non-Native 6","Non-Native",916,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",50,0,"2874","Non-Native 6","Non-Native",2874,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",54,0,"815","Non-Native 6","Non-Native",815,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",51,1,"3081","Non-Native 6","Non-Native",3081,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",41,1,"1964","Non-Native 6","Non-Native",1964,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",37,1,"1777","Non-Native 6","Non-Native",1777,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",42,1,"3889","Non-Native 6","Non-Native",3889,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",35,1,"1718","Non-Native 6","Non-Native",1718,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",44,0,"3454","Non-Native 7","Non-Native",3454,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",49,0,"8089","Non-Native 7","Non-Native",8089,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",39,1,"6616","Non-Native 7","Non-Native",6616,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",36,1,"6673","Non-Native 7","Non-Native",6673,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",25,0,"2897","Non-Native 7","Non-Native",2897,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",46,1,"1092","Non-Native 7","Non-Native",1092,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",34,0,"3297","Non-Native 7","Non-Native",3297,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",37,1,"5822","Non-Native 7","Non-Native",5822,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",53,0,"2014","Non-Native 7","Non-Native",2014,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",54,0,"2623","Non-Native 7","Non-Native",2623,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",45,1,"3276","Non-Native 7","Non-Native",3276,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",41,0,"6762","Non-Native 7","Non-Native",6762,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",50,0,"2762","Non-Native 7","Non-Native",2762,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",42,1,"1980","Non-Native 7","Non-Native",1980,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",48,1,"4916","Non-Native 7","Non-Native",4916,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",51,0,"7192","Non-Native 7","Non-Native",7192,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",43,0,"4849","Non-Native 7","Non-Native",4849,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",38,0,"4171","Non-Native 7","Non-Native",4171,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",33,0,"2529","Non-Native 7","Non-Native",2529,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",30,1,"3822","Non-Native 7","Non-Native",3822,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",31,0,"3567","Non-Native 7","Non-Native",3567,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",29,1,"1547","Non-Native 7","Non-Native",1547,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",40,0,"4965","Non-Native 7","Non-Native",4965,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",26,1,"3429","Non-Native 7","Non-Native",3429,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",35,0,"4250","Non-Native 7","Non-Native",4250,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",47,1,"2865","Non-Native 7","Non-Native",2865,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",52,0,"1969","Non-Native 7","Non-Native",1969,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",27,0,"2556","Non-Native 7","Non-Native",2556,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",32,1,"3121","Non-Native 7","Non-Native",3121,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",28,1,"4329","Non-Native 7","Non-Native",4329,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",36,0,"2458","Non-Native 8","Non-Native",2458,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",48,0,"2862","Non-Native 8","Non-Native",2862,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",33,0,"2000","Non-Native 8","Non-Native",2000,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",37,0,"3150","Non-Native 8","Non-Native",3150,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",40,0,"7058","Non-Native 8","Non-Native",7058,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",31,1,"1791","Non-Native 8","Non-Native",1791,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",51,1,"8532","Non-Native 8","Non-Native",8532,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",30,0,"1987","Non-Native 8","Non-Native",1987,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",38,1,"4535","Non-Native 8","Non-Native",4535,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",34,0,"1567","Non-Native 8","Non-Native",1567,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",41,1,"2834","Non-Native 8","Non-Native",2834,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",32,0,"2555","Non-Native 8","Non-Native",2555,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",49,1,"9299","Non-Native 8","Non-Native",9299,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",54,1,"9748","Non-Native 8","Non-Native",9748,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",26,0,"2906","Non-Native 8","Non-Native",2906,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",27,0,"1748","Non-Native 8","Non-Native",1748,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",47,1,"6324","Non-Native 8","Non-Native",6324,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",35,1,"1457","Non-Native 8","Non-Native",1457,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",53,1,"744","Non-Native 8","Non-Native",744,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",43,0,"5819","Non-Native 8","Non-Native",5819,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",39,0,"7137","Non-Native 8","Non-Native",7137,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",28,1,"2546","Non-Native 8","Non-Native",2546,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",29,0,"7964","Non-Native 8","Non-Native",7964,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",25,1,"2141","Non-Native 8","Non-Native",2141,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",42,0,"3597","Non-Native 8","Non-Native",3597,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",44,1,"1652","Non-Native 8","Non-Native",1652,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",52,0,"3087","Non-Native 8","Non-Native",3087,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",45,1,"3073","Non-Native 8","Non-Native",3073,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",46,1,"1158","Non-Native 8","Non-Native",1158,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",50,1,"1001","Non-Native 8","Non-Native",1001,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",29,0,"3708","Non-Native 9","Non-Native",3708,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",31,1,"1414","Non-Native 9","Non-Native",1414,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",54,1,"9227","Non-Native 9","Non-Native",9227,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",47,1,"1303","Non-Native 9","Non-Native",1303,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",34,1,"2462","Non-Native 9","Non-Native",2462,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",27,0,"1342","Non-Native 9","Non-Native",1342,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",35,0,"3645","Non-Native 9","Non-Native",3645,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",51,1,"890","Non-Native 9","Non-Native",890,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",42,0,"3697","Non-Native 9","Non-Native",3697,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",36,0,"3255","Non-Native 9","Non-Native",3255,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",38,0,"6370","Non-Native 9","Non-Native",6370,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",49,0,"1983","Non-Native 9","Non-Native",1983,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",40,1,"1892","Non-Native 9","Non-Native",1892,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",41,1,"3278","Non-Native 9","Non-Native",3278,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",53,0,"7374","Non-Native 9","Non-Native",7374,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",45,1,"4100","Non-Native 9","Non-Native",4100,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",48,1,"6967","Non-Native 9","Non-Native",6967,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",39,0,"5450","Non-Native 9","Non-Native",5450,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",32,1,"2133","Non-Native 9","Non-Native",2133,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",52,1,"2845","Non-Native 9","Non-Native",2845,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",44,0,"13076","Non-Native 9","Non-Native",13076,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",46,1,"1077","Non-Native 9","Non-Native",1077,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",50,1,"1407","Non-Native 9","Non-Native",1407,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",37,1,"3152","Non-Native 9","Non-Native",3152,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",30,0,"3147","Non-Native 9","Non-Native",3147,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",25,1,"1946","Non-Native 9","Non-Native",1946,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",43,0,"12085","Non-Native 9","Non-Native",12085,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",33,0,"2166","Non-Native 9","Non-Native",2166,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",28,1,"5247","Non-Native 9","Non-Native",5247,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",26,0,"3761","Non-Native 9","Non-Native",3761,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",30,0,"3086","Non-Native 10","Non-Native",3086,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",25,1,"3500","Non-Native 10","Non-Native",3500,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",53,1,"6001","Non-Native 10","Non-Native",6001,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",41,1,"13906","Non-Native 10","Non-Native",13906,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",44,1,"10375","Non-Native 10","Non-Native",10375,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",52,1,"1824","Non-Native 10","Non-Native",1824,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",43,1,"2695","Non-Native 10","Non-Native",2695,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",49,1,"1589","Non-Native 10","Non-Native",1589,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",51,1,"2154","Non-Native 10","Non-Native",2154,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",39,1,"3884","Non-Native 10","Non-Native",3884,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",37,0,"2155","Non-Native 10","Non-Native",2155,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",42,1,"1299","Non-Native 10","Non-Native",1299,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",48,1,"2072","Non-Native 10","Non-Native",2072,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",36,0,"3156","Non-Native 10","Non-Native",3156,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",27,1,"1348","Non-Native 10","Non-Native",1348,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",34,0,"2968","Non-Native 10","Non-Native",2968,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",31,0,"1831","Non-Native 10","Non-Native",1831,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",40,0,"1160","Non-Native 10","Non-Native",1160,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",46,1,"5011","Non-Native 10","Non-Native",5011,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",29,0,"1578","Non-Native 10","Non-Native",1578,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",50,0,"3108","Non-Native 10","Non-Native",3108,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",35,0,"13535","Non-Native 10","Non-Native",13535,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",45,1,"1041","Non-Native 10","Non-Native",1041,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",33,1,"2623","Non-Native 10","Non-Native",2623,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",47,1,"1111","Non-Native 10","Non-Native",1111,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",38,1,"2802","Non-Native 10","Non-Native",2802,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",28,1,"4410","Non-Native 10","Non-Native",4410,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",32,1,"2141","Non-Native 10","Non-Native",2141,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",26,0,"2486","Non-Native 10","Non-Native",2486,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",54,1,"6782","Non-Native 10","Non-Native",6782,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",38,0,"5403","Non-Native 11","Non-Native",5403,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",53,1,"4288","Non-Native 11","Non-Native",4288,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",26,0,"3859","Non-Native 11","Non-Native",3859,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",39,1,"7458","Non-Native 11","Non-Native",7458,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",48,0,"3610","Non-Native 11","Non-Native",3610,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",46,1,"2331","Non-Native 11","Non-Native",2331,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",47,1,"3557","Non-Native 11","Non-Native",3557,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",54,1,"2919","Non-Native 11","Non-Native",2919,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",31,1,"7529","Non-Native 11","Non-Native",7529,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",37,1,"2217","Non-Native 11","Non-Native",2217,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",50,1,"4872","Non-Native 11","Non-Native",4872,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",42,0,"4834","Non-Native 11","Non-Native",4834,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",28,1,"3494","Non-Native 11","Non-Native",3494,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",43,1,"10191","Non-Native 11","Non-Native",10191,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",34,0,"4554","Non-Native 11","Non-Native",4554,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",33,0,"2371","Non-Native 11","Non-Native",2371,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",29,1,"8411","Non-Native 11","Non-Native",8411,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",49,0,"6575","Non-Native 11","Non-Native",6575,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",51,0,"6450","Non-Native 11","Non-Native",6450,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",32,1,"2050","Non-Native 11","Non-Native",2050,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",40,1,"5406","Non-Native 11","Non-Native",5406,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",45,0,"13215","Non-Native 11","Non-Native",13215,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",36,1,"3507","Non-Native 11","Non-Native",3507,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",41,1,"6180","Non-Native 11","Non-Native",6180,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",52,1,"2846","Non-Native 11","Non-Native",2846,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",35,1,"3413","Non-Native 11","Non-Native",3413,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",25,1,"3815","Non-Native 11","Non-Native",3815,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",27,1,"3987","Non-Native 11","Non-Native",3987,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",30,1,"3350","Non-Native 11","Non-Native",3350,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",44,1,"5481","Non-Native 11","Non-Native",5481,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",36,1,"2763","Non-Native 12","Non-Native",2763,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",34,0,"3336","Non-Native 12","Non-Native",3336,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",43,1,"2143","Non-Native 12","Non-Native",2143,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",49,1,"1964","Non-Native 12","Non-Native",1964,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",47,1,"1206","Non-Native 12","Non-Native",1206,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",35,1,"1365","Non-Native 12","Non-Native",1365,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",32,0,"5721","Non-Native 12","Non-Native",5721,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",25,1,"1660","Non-Native 12","Non-Native",1660,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",39,1,"8412","Non-Native 12","Non-Native",8412,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",45,1,"1993","Non-Native 12","Non-Native",1993,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",31,1,"6379","Non-Native 12","Non-Native",6379,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",52,1,"7092","Non-Native 12","Non-Native",7092,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",53,1,"1499","Non-Native 12","Non-Native",1499,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",37,1,"1617","Non-Native 12","Non-Native",1617,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",48,1,"1093","Non-Native 12","Non-Native",1093,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",54,1,"3309","Non-Native 12","Non-Native",3309,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",51,1,"1551","Non-Native 12","Non-Native",1551,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",50,1,"2404","Non-Native 12","Non-Native",2404,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",29,1,"6663","Non-Native 12","Non-Native",6663,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",38,1,"1064","Non-Native 12","Non-Native",1064,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",28,1,"6854","Non-Native 12","Non-Native",6854,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",26,1,"798","Non-Native 12","Non-Native",798,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",27,0,"14583","Non-Native 12","Non-Native",14583,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",40,1,"970","Non-Native 12","Non-Native",970,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",41,1,"1568","Non-Native 12","Non-Native",1568,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",42,0,"2114","Non-Native 12","Non-Native",2114,"Unambiguous","Non-Filled-Gap"
