"controller","condition","item","response","response_time","subject","group_G","reading_time","ambiguity_G","filled_gap_G"
"PictureAccept","exp2-1",40,1,"1914","Native 21","Native",1914,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",32,1,"2210","Native 21","Native",2210,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",44,0,"3119","Native 21","Native",3119,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",45,1,"2087","Native 21","Native",2087,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",38,1,"2201","Native 21","Native",2201,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",27,1,"1428","Native 22","Native",1428,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",28,1,"1690","Native 22","Native",1690,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",26,1,"1296","Native 22","Native",1296,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",46,1,"3528","Native 22","Native",3528,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",45,1,"1128","Native 22","Native",1128,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",41,1,"2871","Native 22","Native",2871,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",43,0,"1093","Native 22","Native",1093,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",32,1,"2915","Native 22","Native",2915,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",48,0,"2563","Native 22","Native",2563,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",44,1,"2382","Native 22","Native",2382,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",52,1,"3090","Native 22","Native",3090,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",29,1,"1219","Native 22","Native",1219,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",34,1,"1689","Native 22","Native",1689,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",25,1,"1276","Native 22","Native",1276,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",35,1,"799","Native 22","Native",799,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",38,1,"2037","Native 22","Native",2037,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",33,1,"766","Native 22","Native",766,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",31,1,"651","Native 22","Native",651,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",53,1,"2293","Native 22","Native",2293,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",42,1,"1044","Native 22","Native",1044,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",37,1,"1542","Native 22","Native",1542,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",47,1,"1025","Native 22","Native",1025,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",54,1,"1611","Native 22","Native",1611,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",39,0,"4972","Native 22","Native",4972,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",30,1,"1814","Native 22","Native",1814,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",49,0,"4047","Native 22","Native",4047,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",51,0,"2239","Native 22","Native",2239,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",36,1,"1422","Native 22","Native",1422,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",50,1,"941","Native 22","Native",941,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",40,1,"1614","Native 22","Native",1614,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",27,1,"3055","Native 23","Native",3055,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",50,1,"2005","Native 23","Native",2005,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",29,1,"1498","Native 23","Native",1498,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",30,1,"2284","Native 23","Native",2284,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",44,1,"1431","Native 23","Native",1431,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",47,1,"772","Native 23","Native",772,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",49,1,"1486","Native 23","Native",1486,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",42,1,"1982","Native 23","Native",1982,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",37,1,"1405","Native 23","Native",1405,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",31,1,"1397","Native 23","Native",1397,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",33,1,"1633","Native 23","Native",1633,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",45,1,"1139","Native 23","Native",1139,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",39,0,"6917","Native 23","Native",6917,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",35,1,"4519","Native 23","Native",4519,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",53,0,"1397","Native 23","Native",1397,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",54,1,"871","Native 23","Native",871,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",38,1,"1006","Native 23","Native",1006,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",32,1,"1303","Native 23","Native",1303,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",48,1,"1312","Native 23","Native",1312,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",25,1,"1455","Native 23","Native",1455,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",43,1,"1343","Native 23","Native",1343,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",46,1,"1266","Native 23","Native",1266,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",26,1,"1138","Native 23","Native",1138,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",34,1,"1123","Native 23","Native",1123,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",40,1,"715","Native 23","Native",715,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",28,1,"965","Native 23","Native",965,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",41,1,"1197","Native 23","Native",1197,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",52,1,"3306","Native 23","Native",3306,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",36,1,"1188","Native 23","Native",1188,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",51,1,"849","Native 23","Native",849,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",54,1,"662","Native 24","Native",662,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",26,1,"1408","Native 24","Native",1408,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",50,1,"6564","Native 24","Native",6564,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",34,0,"2902","Native 24","Native",2902,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",39,1,"6569","Native 24","Native",6569,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",47,0,"1822","Native 24","Native",1822,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",46,1,"1297","Native 24","Native",1297,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",51,1,"1551","Native 24","Native",1551,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",31,0,"2042","Native 24","Native",2042,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",52,0,"3038","Native 24","Native",3038,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",40,0,"2331","Native 24","Native",2331,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",36,1,"2617","Native 24","Native",2617,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",37,1,"1426","Native 24","Native",1426,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",32,0,"1475","Native 24","Native",1475,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",49,1,"5752","Native 24","Native",5752,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",48,1,"2278","Native 24","Native",2278,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",29,1,"1486","Native 24","Native",1486,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",43,0,"2671","Native 24","Native",2671,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",38,0,"1622","Native 24","Native",1622,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",41,1,"1559","Native 24","Native",1559,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",27,0,"4102","Native 24","Native",4102,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",44,1,"1624","Native 24","Native",1624,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",42,1,"4232","Native 24","Native",4232,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",45,1,"1341","Native 24","Native",1341,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",25,1,"2833","Native 24","Native",2833,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",30,1,"8209","Native 24","Native",8209,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",33,1,"1839","Native 24","Native",1839,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",35,1,"3867","Native 24","Native",3867,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",53,0,"5468","Native 24","Native",5468,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",28,1,"2266","Native 24","Native",2266,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",32,1,"2682","Native 25","Native",2682,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",42,0,"2179","Native 25","Native",2179,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",29,1,"1765","Native 25","Native",1765,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",46,0,"13229","Native 25","Native",13229,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",34,0,"7831","Native 25","Native",7831,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",44,0,"3088","Native 25","Native",3088,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",30,0,"2497","Native 25","Native",2497,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",47,1,"1635","Native 25","Native",1635,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",41,1,"1915","Native 25","Native",1915,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",39,1,"3700","Native 25","Native",3700,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",25,1,"4763","Native 25","Native",4763,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",40,1,"5834","Native 25","Native",5834,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",31,1,"2105","Native 25","Native",2105,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",26,1,"4642","Native 25","Native",4642,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",53,0,"8672","Native 25","Native",8672,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",33,1,"1189","Native 25","Native",1189,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",36,1,"2052","Native 25","Native",2052,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",38,1,"3378","Native 25","Native",3378,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",52,1,"2807","Native 25","Native",2807,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",28,1,"1958","Native 25","Native",1958,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",50,0,"6850","Native 25","Native",6850,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",49,1,"2314","Native 25","Native",2314,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",43,1,"1803","Native 25","Native",1803,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",45,1,"2541","Native 25","Native",2541,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",54,0,"2753","Native 25","Native",2753,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",48,1,"2060","Native 25","Native",2060,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",27,1,"2226","Native 25","Native",2226,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",37,1,"2439","Native 25","Native",2439,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",35,1,"1390","Native 25","Native",1390,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",51,1,"1987","Native 25","Native",1987,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",43,0,"2186","Native 26","Native",2186,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",53,0,"2022","Native 26","Native",2022,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",41,1,"1736","Native 26","Native",1736,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",27,0,"2316","Native 26","Native",2316,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",26,0,"1049","Native 26","Native",1049,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",42,0,"2090","Native 26","Native",2090,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",36,0,"2306","Native 26","Native",2306,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",31,1,"2065","Native 26","Native",2065,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",32,1,"1423","Native 26","Native",1423,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",30,1,"2018","Native 26","Native",2018,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",37,1,"3192","Native 26","Native",3192,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",45,0,"2457","Native 26","Native",2457,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",54,0,"1302","Native 26","Native",1302,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",35,0,"1563","Native 26","Native",1563,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",52,0,"868","Native 26","Native",868,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",48,0,"2054","Native 26","Native",2054,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",33,0,"1301","Native 26","Native",1301,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",34,1,"2513","Native 26","Native",2513,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",29,1,"2012","Native 26","Native",2012,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",51,1,"2236","Native 26","Native",2236,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",50,1,"954","Native 26","Native",954,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",49,0,"1518","Native 26","Native",1518,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",39,0,"1356","Native 26","Native",1356,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",28,1,"1319","Native 26","Native",1319,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",47,1,"1804","Native 26","Native",1804,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",38,0,"1517","Native 26","Native",1517,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",46,0,"2479","Native 26","Native",2479,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",44,1,"2391","Native 26","Native",2391,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",40,0,"2604","Native 26","Native",2604,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",29,1,"5425","Native 27","Native",5425,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",25,0,"3064","Native 27","Native",3064,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",28,1,"2390","Native 27","Native",2390,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",45,0,"3948","Native 27","Native",3948,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",36,1,"2422","Native 27","Native",2422,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",51,0,"3367","Native 27","Native",3367,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",49,0,"2832","Native 27","Native",2832,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",46,0,"2964","Native 27","Native",2964,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",32,0,"9634","Native 27","Native",9634,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",54,0,"2884","Native 27","Native",2884,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",40,0,"3809","Native 27","Native",3809,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",30,1,"4201","Native 27","Native",4201,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",52,0,"5470","Native 27","Native",5470,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",43,1,"3657","Native 27","Native",3657,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",34,0,"2699","Native 27","Native",2699,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",48,0,"4524","Native 27","Native",4524,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",42,1,"2261","Native 27","Native",2261,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",35,1,"5717","Native 27","Native",5717,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",53,1,"4645","Native 27","Native",4645,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",33,1,"5254","Native 27","Native",5254,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",26,1,"2352","Native 27","Native",2352,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",31,0,"3379","Native 27","Native",3379,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",47,1,"5477","Native 27","Native",5477,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",37,1,"2738","Native 27","Native",2738,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",44,0,"2424","Native 27","Native",2424,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",38,0,"4516","Native 27","Native",4516,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",27,0,"2913","Native 27","Native",2913,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",41,0,"3379","Native 27","Native",3379,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",39,1,"6422","Native 27","Native",6422,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",50,0,"7111","Native 27","Native",7111,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",47,1,"1120","Native 28","Native",1120,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",36,0,"1627","Native 28","Native",1627,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",40,0,"2759","Native 28","Native",2759,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",29,1,"1723","Native 28","Native",1723,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",42,1,"2553","Native 28","Native",2553,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",53,1,"2106","Native 28","Native",2106,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",43,1,"3496","Native 28","Native",3496,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",31,1,"3714","Native 28","Native",3714,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",46,1,"1442","Native 28","Native",1442,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",48,1,"1429","Native 28","Native",1429,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",41,1,"2722","Native 28","Native",2722,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",30,1,"3128","Native 28","Native",3128,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",50,1,"800","Native 28","Native",800,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-2",52,0,"2708","Native 28","Native",2708,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",37,1,"1930","Native 28","Native",1930,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",28,1,"1432","Native 28","Native",1432,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",38,1,"2203","Native 28","Native",2203,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",51,1,"1119","Native 28","Native",1119,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",49,1,"2578","Native 28","Native",2578,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",44,1,"1217","Native 28","Native",1217,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",45,1,"1186","Native 28","Native",1186,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",32,1,"2127","Native 28","Native",2127,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",34,1,"1627","Native 28","Native",1627,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",39,1,"2459","Native 28","Native",2459,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",35,1,"2540","Native 28","Native",2540,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",26,0,"3239","Native 28","Native",3239,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",27,1,"1661","Native 28","Native",1661,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",54,1,"1217","Native 28","Native",1217,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",25,1,"1449","Native 28","Native",1449,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",33,1,"1370","Native 28","Native",1370,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",35,1,"2234","Native 29","Native",2234,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",47,1,"1021","Native 29","Native",1021,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",40,1,"1316","Native 29","Native",1316,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",44,1,"1150","Native 29","Native",1150,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",52,1,"1111","Native 29","Native",1111,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",27,1,"1606","Native 29","Native",1606,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",51,1,"802","Native 29","Native",802,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",25,1,"953","Native 29","Native",953,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",49,0,"1248","Native 29","Native",1248,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",48,1,"3115","Native 29","Native",3115,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",32,1,"1017","Native 29","Native",1017,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",53,1,"1248","Native 29","Native",1248,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",29,0,"1112","Native 29","Native",1112,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",28,1,"843","Native 29","Native",843,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",54,1,"1475","Native 29","Native",1475,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",39,0,"1674","Native 29","Native",1674,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",26,1,"1039","Native 29","Native",1039,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",33,0,"1785","Native 29","Native",1785,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",50,0,"833","Native 29","Native",833,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-2",36,1,"843","Native 29","Native",843,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",31,1,"1798","Native 29","Native",1798,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",42,0,"1435","Native 29","Native",1435,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",41,1,"1610","Native 29","Native",1610,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",37,1,"1065","Native 29","Native",1065,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",30,0,"907","Native 29","Native",907,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",38,0,"1451","Native 29","Native",1451,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",43,0,"2630","Native 29","Native",2630,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",46,0,"1086","Native 29","Native",1086,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",45,1,"645","Native 29","Native",645,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-3",34,1,"770","Native 29","Native",770,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",26,1,"1465","Native 30","Native",1465,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",36,0,"3543","Native 30","Native",3543,"Control","Non-Filled-Gap"
"PictureAccept","exp2-2",29,0,"2186","Native 30","Native",2186,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",51,1,"1067","Native 30","Native",1067,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",54,0,"895","Native 30","Native",895,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",35,1,"1750","Native 30","Native",1750,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",38,1,"2871","Native 30","Native",2871,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",42,1,"1314","Native 30","Native",1314,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",37,1,"1189","Native 30","Native",1189,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-3",39,1,"2906","Native 30","Native",2906,"Control","Non-Filled-Gap"
"PictureAccept","exp3-1",49,0,"623","Native 30","Native",623,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",27,1,"2234","Native 30","Native",2234,"Control","Non-Filled-Gap"
"PictureAccept","exp2-3",33,1,"745","Native 30","Native",745,"Control","Non-Filled-Gap"
"PictureAccept","exp3-2",50,1,"963","Native 30","Native",963,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-2",41,0,"1846","Native 30","Native",1846,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",46,1,"1262","Native 30","Native",1262,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",40,0,"920","Native 30","Native",920,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",47,1,"733","Native 30","Native",733,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-1",28,1,"819","Native 30","Native",819,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-2",32,1,"1914","Native 30","Native",1914,"Unambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",44,1,"1643","Native 30","Native",1643,"Unambiguous","Filled-Gap"
"PictureAccept","exp2-1",25,0,"1131","Native 30","Native",1131,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp2-1",31,0,"837","Native 30","Native",837,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-2",48,0,"778","Native 30","Native",778,"Unambiguous","Filled-Gap"
"PictureAccept","exp3-1",43,0,"625","Native 30","Native",625,"Ambiguous","Filled-Gap"
"PictureAccept","exp2-3",30,0,"1473","Native 30","Native",1473,"Control","Non-Filled-Gap"
"PictureAccept","exp2-1",34,0,"2569","Native 30","Native",2569,"Ambiguous","Non-Filled-Gap"
"PictureAccept","exp3-1",53,0,"1031","Native 30","Native",1031,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-1",45,1,"1351","Native 30","Native",1351,"Ambiguous","Filled-Gap"
"PictureAccept","exp3-2",52,0,"1048","Native 30","Native",1048,"Unambiguous","Filled-Gap"
