"subject","item","response","response_time","ambiguity","group","gap_filling","group_G","gap_filling_G","ambiguity_G"
"Non-Native 36",3,"1",3874,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 36",11,"1",2827,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 36",13,"0",2570,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 36",19,"0",2858,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 36",7,"1",4499,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 36",17,"0",2215,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 36",20,"0",4797,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 36",1,"1",4910,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 36",10,"1",4870,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 36",21,"0",2213,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 36",6,"0",9773,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 36",2,"0",5567,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 36",5,"1",8075,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 37",19,"0",2232,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 37",15,"0",2603,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 37",23,"1",6814,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 37",12,"1",10278,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 37",24,"0",3662,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 37",7,"1",2465,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 37",6,"1",4306,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 37",14,"0",1489,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 37",2,"1",2622,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 37",4,"1",1440,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 37",22,"1",5426,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 37",1,"0",5247,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 37",10,"1",1976,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 37",18,"1",2815,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 37",5,"1",1923,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 37",21,"0",2112,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 37",20,"1",2906,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 37",3,"1",2816,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 37",8,"1",1638,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 37",11,"0",5049,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 37",13,"0",2257,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 37",9,"1",4320,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 37",17,"0",3800,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 37",16,"1",2430,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 38",23,"0",10080,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 38",20,"0",3257,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 38",16,"0",4451,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 38",15,"0",2152,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 38",7,"1",4813,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 38",1,"1",4976,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 38",2,"1",4400,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 38",12,"0",2540,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 38",21,"0",1976,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 38",24,"0",1865,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 38",4,"1",2319,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 38",14,"0",1680,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 38",13,"0",2286,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 38",18,"1",2595,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 38",3,"1",2862,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 38",6,"1",2638,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 38",9,"1",3096,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 38",11,"1",3588,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 38",10,"1",5409,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 38",5,"1",3424,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 38",22,"1",1817,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 38",17,"1",2596,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 38",19,"1",2482,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 38",8,"1",8830,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 39",14,"0",5353,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 39",5,"0",6777,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 39",8,"1",2686,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 39",7,"0",2352,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 39",11,"1",1934,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 39",19,"0",5318,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 39",24,"0",2682,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 39",17,"0",1942,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 39",4,"1",1592,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 39",9,"1",3785,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 39",10,"1",3363,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 39",20,"1",3035,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 39",15,"0",2089,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 39",16,"1",6113,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 39",2,"1",3411,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 39",18,"1",6596,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 39",22,"0",4178,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 39",6,"1",2591,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 39",13,"0",4555,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 39",12,"1",7001,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 39",3,"1",2490,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 39",1,"0",7407,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 39",23,"0",3152,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 39",21,"0",3600,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 40",3,"1",3127,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 40",9,"0",4092,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 40",1,"1",6833,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 40",13,"0",3947,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 40",17,"1",3934,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 40",20,"0",2816,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 40",7,"1",5877,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 40",21,"0",2272,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 40",6,"1",5078,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 40",8,"1",3057,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 40",16,"0",3200,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 40",19,"0",3117,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 40",2,"0",7767,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 40",24,"0",2797,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 40",11,"1",3003,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 40",4,"1",2632,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 40",18,"0",2563,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 40",10,"1",2749,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 40",22,"0",3203,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
"Non-Native 40",15,"0",6320,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 40",12,"0",8121,0.5,0.5,-0.5,"Non-Native","Filled_Gap","Ambiguous"
"Non-Native 40",5,"1",6540,-0.5,0.5,-0.5,"Non-Native","Filled_Gap","Unambiguous"
"Non-Native 40",23,"1",7503,-0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Unambiguous"
"Non-Native 40",14,"0",2288,0.5,0.5,0.5,"Non-Native","Non_Filled_Gap","Ambiguous"
