"subject","item","region","measure","condition","rawdata","group_G"
"Native 26",44,2,"fp",3,0,"Native"
"Native 26",33,2,"fp",4,381,"Native"
"Native 26",25,2,"fp",4,0,"Native"
"Native 26",47,2,"fp",2,438,"Native"
"Native 26",38,2,"fp",1,153,"Native"
"Native 26",36,2,"fp",3,303,"Native"
"Native 26",48,2,"fp",3,1015,"Native"
"Native 26",41,2,"fp",4,253,"Native"
"Native 26",32,2,"fp",3,194,"Native"
"Native 26",42,2,"fp",1,263,"Native"
"Native 26",26,2,"fp",1,776,"Native"
"Native 26",29,2,"fp",4,312,"Native"
"Native 26",40,2,"fp",3,196,"Native"
"Native 26",35,2,"fp",2,265,"Native"
"Native 26",27,2,"fp",2,304,"Native"
"Native 26",34,2,"fp",1,336,"Native"
"Native 26",31,2,"fp",2,194,"Native"
"Native 26",30,2,"fp",1,268,"Native"
"Native 26",43,2,"fp",2,306,"Native"
"Native 26",39,2,"fp",2,140,"Native"
"Native 26",45,2,"fp",4,254,"Native"
"Native 26",28,2,"fp",3,595,"Native"
"Native 26",46,2,"fp",1,349,"Native"
"Native 27",34,2,"fp",2,0,"Native"
"Native 27",25,2,"fp",1,363,"Native"
"Native 27",30,2,"fp",2,388,"Native"
"Native 27",35,2,"fp",3,0,"Native"
"Native 27",45,2,"fp",1,155,"Native"
"Native 27",28,2,"fp",4,151,"Native"
"Native 27",38,2,"fp",2,0,"Native"
"Native 27",47,2,"fp",3,0,"Native"
"Native 27",41,2,"fp",1,219,"Native"
"Native 27",36,2,"fp",4,0,"Native"
"Native 27",40,2,"fp",4,0,"Native"
"Native 27",31,2,"fp",3,184,"Native"
"Native 27",32,2,"fp",4,0,"Native"
"Native 27",26,2,"fp",2,557,"Native"
"Native 27",46,2,"fp",2,0,"Native"
"Native 27",29,2,"fp",1,190,"Native"
"Native 27",27,2,"fp",3,446,"Native"
"Native 27",44,2,"fp",4,292,"Native"
"Native 27",39,2,"fp",3,472,"Native"
"Native 27",33,2,"fp",1,152,"Native"
"Native 27",43,2,"fp",3,539,"Native"
"Native 27",42,2,"fp",2,0,"Native"
"Native 27",48,2,"fp",4,0,"Native"
"Native 27",37,2,"fp",1,188,"Native"
"Native 28",40,2,"fp",1,350,"Native"
"Native 28",25,2,"fp",2,359,"Native"
"Native 28",27,2,"fp",4,166,"Native"
"Native 28",32,2,"fp",1,81,"Native"
"Native 28",34,2,"fp",3,325,"Native"
"Native 28",26,2,"fp",3,193,"Native"
"Native 28",35,2,"fp",4,305,"Native"
"Native 28",45,2,"fp",2,462,"Native"
"Native 28",46,2,"fp",3,248,"Native"
"Native 28",37,2,"fp",2,365,"Native"
"Native 28",29,2,"fp",2,663,"Native"
"Native 28",38,2,"fp",3,212,"Native"
"Native 28",28,2,"fp",1,231,"Native"
"Native 28",30,2,"fp",3,185,"Native"
"Native 28",47,2,"fp",4,159,"Native"
"Native 28",41,2,"fp",2,163,"Native"
"Native 28",43,2,"fp",4,254,"Native"
"Native 28",39,2,"fp",4,294,"Native"
"Native 28",31,2,"fp",4,263,"Native"
"Native 28",33,2,"fp",2,381,"Native"
"Native 28",44,2,"fp",1,0,"Native"
"Native 28",36,2,"fp",1,197,"Native"
"Native 28",42,2,"fp",3,628,"Native"
"Native 28",48,2,"fp",1,222,"Native"
"Native 29",43,2,"fp",1,352,"Native"
"Native 29",37,2,"fp",3,492,"Native"
"Native 29",48,2,"fp",2,325,"Native"
"Native 29",44,2,"fp",2,0,"Native"
"Native 29",41,2,"fp",3,302,"Native"
"Native 29",36,2,"fp",2,354,"Native"
"Native 29",27,2,"fp",1,333,"Native"
"Native 29",30,2,"fp",4,265,"Native"
"Native 29",45,2,"fp",3,414,"Native"
"Native 29",40,2,"fp",2,0,"Native"
"Native 29",31,2,"fp",1,586,"Native"
"Native 29",34,2,"fp",4,297,"Native"
"Native 29",33,2,"fp",3,0,"Native"
"Native 29",47,2,"fp",1,170,"Native"
"Native 29",25,2,"fp",3,350,"Native"
"Native 29",38,2,"fp",4,496,"Native"
"Native 29",29,2,"fp",3,239,"Native"
"Native 29",28,2,"fp",2,271,"Native"
"Native 29",42,2,"fp",4,332,"Native"
"Native 29",32,2,"fp",2,266,"Native"
"Native 29",46,2,"fp",4,608,"Native"
"Native 29",39,2,"fp",1,353,"Native"
"Native 29",26,2,"fp",4,862,"Native"
"Native 29",35,2,"fp",1,522,"Native"
"Native 30",36,2,"fp",3,205,"Native"
"Native 30",28,2,"fp",3,176,"Native"
"Native 30",37,2,"fp",4,411,"Native"
"Native 30",44,2,"fp",3,0,"Native"
"Native 30",35,2,"fp",2,0,"Native"
"Native 30",38,2,"fp",1,151,"Native"
"Native 30",47,2,"fp",2,0,"Native"
"Native 30",34,2,"fp",1,154,"Native"
"Native 30",30,2,"fp",1,198,"Native"
"Native 30",42,2,"fp",1,0,"Native"
"Native 30",33,2,"fp",4,0,"Native"
"Native 30",48,2,"fp",3,183,"Native"
"Native 30",31,2,"fp",2,284,"Native"
"Native 30",39,2,"fp",2,360,"Native"
"Native 30",32,2,"fp",3,237,"Native"
"Native 30",41,2,"fp",4,309,"Native"
"Native 30",26,2,"fp",1,444,"Native"
"Native 30",45,2,"fp",4,183,"Native"
"Native 30",29,2,"fp",4,379,"Native"
"Native 30",46,2,"fp",1,156,"Native"
"Native 30",25,2,"fp",4,0,"Native"
"Native 30",40,2,"fp",3,341,"Native"
"Native 30",43,2,"fp",2,170,"Native"
"Native 30",27,2,"fp",2,239,"Native"
"Native 31",34,2,"fp",2,445,"Native"
"Native 31",44,2,"fp",4,0,"Native"
"Native 31",40,2,"fp",4,419,"Native"
"Native 31",31,2,"fp",3,217,"Native"
"Native 31",39,2,"fp",3,351,"Native"
"Native 31",45,2,"fp",1,263,"Native"
"Native 31",43,2,"fp",3,237,"Native"
"Native 31",35,2,"fp",3,444,"Native"
"Native 31",28,2,"fp",4,891,"Native"
"Native 31",29,2,"fp",1,178,"Native"
"Native 31",48,2,"fp",4,289,"Native"
"Native 31",36,2,"fp",4,0,"Native"
"Native 31",26,2,"fp",2,611,"Native"
"Native 31",42,2,"fp",2,194,"Native"
"Native 31",47,2,"fp",3,207,"Native"
"Native 31",25,2,"fp",1,181,"Native"
"Native 31",41,2,"fp",1,308,"Native"
"Native 31",46,2,"fp",2,454,"Native"
"Native 31",38,2,"fp",2,408,"Native"
"Native 31",30,2,"fp",2,645,"Native"
"Native 31",32,2,"fp",4,395,"Native"
"Native 31",27,2,"fp",3,787,"Native"
"Native 31",37,2,"fp",1,508,"Native"
"Native 31",33,2,"fp",1,215,"Native"
"Native 32",37,2,"fp",2,377,"Native"
"Native 32",27,2,"fp",4,412,"Native"
"Native 32",42,2,"fp",3,639,"Native"
"Native 32",40,2,"fp",1,0,"Native"
"Native 32",32,2,"fp",1,182,"Native"
"Native 32",43,2,"fp",4,242,"Native"
"Native 32",41,2,"fp",2,119,"Native"
"Native 32",29,2,"fp",2,215,"Native"
"Native 32",28,2,"fp",1,199,"Native"
"Native 32",30,2,"fp",3,134,"Native"
"Native 32",39,2,"fp",4,171,"Native"
"Native 32",26,2,"fp",3,345,"Native"
"Native 32",35,2,"fp",4,0,"Native"
"Native 32",31,2,"fp",4,162,"Native"
"Native 32",25,2,"fp",2,719,"Native"
"Native 32",38,2,"fp",3,194,"Native"
"Native 32",33,2,"fp",2,382,"Native"
"Native 32",36,2,"fp",1,215,"Native"
"Native 32",34,2,"fp",3,347,"Native"
"Native 32",45,2,"fp",2,283,"Native"
"Native 32",44,2,"fp",1,269,"Native"
"Native 32",47,2,"fp",4,344,"Native"
"Native 32",48,2,"fp",1,245,"Native"
"Native 32",46,2,"fp",3,192,"Native"
"Native 33",42,2,"fp",4,275,"Native"
"Native 33",34,2,"fp",4,365,"Native"
"Native 33",36,2,"fp",2,241,"Native"
"Native 33",29,2,"fp",3,208,"Native"
"Native 33",27,2,"fp",1,316,"Native"
"Native 33",28,2,"fp",2,237,"Native"
"Native 33",40,2,"fp",2,345,"Native"
"Native 33",30,2,"fp",4,190,"Native"
"Native 33",33,2,"fp",3,0,"Native"
"Native 33",38,2,"fp",4,1007,"Native"
"Native 33",37,2,"fp",3,233,"Native"
"Native 33",26,2,"fp",4,268,"Native"
"Native 33",25,2,"fp",3,758,"Native"
"Native 33",31,2,"fp",1,135,"Native"
"Native 33",44,2,"fp",2,0,"Native"
"Native 33",45,2,"fp",3,462,"Native"
"Native 33",46,2,"fp",4,556,"Native"
"Native 33",39,2,"fp",1,997,"Native"
"Native 33",43,2,"fp",1,181,"Native"
"Native 33",32,2,"fp",2,250,"Native"
"Native 33",41,2,"fp",3,735,"Native"
"Native 33",48,2,"fp",2,280,"Native"
"Native 33",47,2,"fp",1,432,"Native"
"Native 33",35,2,"fp",1,199,"Native"
"Native 34",35,2,"fp",2,0,"Native"
"Native 34",41,2,"fp",4,130,"Native"
"Native 34",36,2,"fp",3,133,"Native"
"Native 34",39,2,"fp",2,0,"Native"
"Native 34",43,2,"fp",2,213,"Native"
"Native 34",27,2,"fp",2,156,"Native"
"Native 34",25,2,"fp",4,222,"Native"
"Native 34",31,2,"fp",2,133,"Native"
"Native 34",47,2,"fp",2,0,"Native"
"Native 34",40,2,"fp",3,333,"Native"
"Native 34",28,2,"fp",3,265,"Native"
"Native 34",42,2,"fp",1,0,"Native"
"Native 34",32,2,"fp",3,167,"Native"
"Native 34",45,2,"fp",4,221,"Native"
"Native 34",46,2,"fp",1,157,"Native"
"Native 34",34,2,"fp",1,270,"Native"
"Native 34",38,2,"fp",1,172,"Native"
"Native 34",48,2,"fp",3,280,"Native"
"Native 34",44,2,"fp",3,0,"Native"
"Native 34",26,2,"fp",1,169,"Native"
"Native 34",33,2,"fp",4,0,"Native"
"Native 34",30,2,"fp",1,0,"Native"
"Native 34",29,2,"fp",4,232,"Native"
"Native 34",37,2,"fp",4,0,"Native"
"Native 35",25,2,"fp",4,0,"Native"
"Native 35",43,2,"fp",2,258,"Native"
"Native 35",40,2,"fp",3,231,"Native"
"Native 35",31,2,"fp",2,0,"Native"
"Native 35",37,2,"fp",4,459,"Native"
"Native 35",42,2,"fp",1,310,"Native"
"Native 35",45,2,"fp",4,261,"Native"
"Native 35",29,2,"fp",4,236,"Native"
"Native 35",32,2,"fp",3,263,"Native"
"Native 35",41,2,"fp",4,0,"Native"
"Native 35",36,2,"fp",3,287,"Native"
"Native 35",48,2,"fp",3,319,"Native"
"Native 35",26,2,"fp",1,308,"Native"
"Native 35",38,2,"fp",1,504,"Native"
"Native 35",44,2,"fp",3,389,"Native"
"Native 35",30,2,"fp",1,391,"Native"
"Native 35",39,2,"fp",2,264,"Native"
"Native 35",33,2,"fp",4,0,"Native"
"Native 35",46,2,"fp",1,483,"Native"
"Native 35",34,2,"fp",1,0,"Native"
"Native 35",28,2,"fp",3,287,"Native"
"Native 35",27,2,"fp",2,0,"Native"
"Native 35",35,2,"fp",2,0,"Native"
"Native 35",47,2,"fp",2,0,"Native"
"Native 36",48,2,"fp",4,0,"Native"
"Native 36",28,2,"fp",4,311,"Native"
"Native 36",29,2,"fp",1,199,"Native"
"Native 36",33,2,"fp",1,186,"Native"
"Native 36",39,2,"fp",3,0,"Native"
"Native 36",35,2,"fp",3,293,"Native"
"Native 36",45,2,"fp",1,232,"Native"
"Native 36",36,2,"fp",4,172,"Native"
"Native 36",42,2,"fp",2,157,"Native"
"Native 36",34,2,"fp",2,147,"Native"
"Native 36",25,2,"fp",1,151,"Native"
"Native 36",41,2,"fp",1,0,"Native"
"Native 36",26,2,"fp",2,0,"Native"
"Native 36",30,2,"fp",2,202,"Native"
"Native 36",43,2,"fp",3,387,"Native"
"Native 36",32,2,"fp",4,0,"Native"
"Native 36",31,2,"fp",3,335,"Native"
"Native 36",47,2,"fp",3,349,"Native"
"Native 36",44,2,"fp",4,0,"Native"
"Native 36",27,2,"fp",3,494,"Native"
"Native 36",46,2,"fp",2,216,"Native"
"Native 36",37,2,"fp",1,212,"Native"
"Native 36",38,2,"fp",2,185,"Native"
"Native 36",40,2,"fp",4,0,"Native"
"Native 37",29,2,"fp",2,237,"Native"
"Native 37",30,2,"fp",3,431,"Native"
"Native 37",38,2,"fp",3,382,"Native"
"Native 37",40,2,"fp",1,310,"Native"
"Native 37",44,2,"fp",1,0,"Native"
"Native 37",47,2,"fp",4,272,"Native"
"Native 37",48,2,"fp",1,214,"Native"
"Native 37",26,2,"fp",3,238,"Native"
"Native 37",42,2,"fp",3,0,"Native"
"Native 37",31,2,"fp",4,364,"Native"
"Native 37",35,2,"fp",4,0,"Native"
"Native 37",32,2,"fp",1,304,"Native"
"Native 37",39,2,"fp",4,0,"Native"
"Native 37",41,2,"fp",2,308,"Native"
"Native 37",43,2,"fp",4,257,"Native"
"Native 37",27,2,"fp",4,168,"Native"
"Native 37",34,2,"fp",3,182,"Native"
"Native 37",25,2,"fp",2,415,"Native"
"Native 37",28,2,"fp",1,295,"Native"
"Native 37",46,2,"fp",3,927,"Native"
"Native 37",37,2,"fp",2,401,"Native"
"Native 37",36,2,"fp",1,296,"Native"
"Native 37",45,2,"fp",2,169,"Native"
"Native 37",33,2,"fp",2,221,"Native"
"Native 38",39,2,"fp",1,159,"Native"
"Native 38",41,2,"fp",3,130,"Native"
"Native 38",36,2,"fp",2,225,"Native"
"Native 38",40,2,"fp",2,232,"Native"
"Native 38",29,2,"fp",3,152,"Native"
"Native 38",45,2,"fp",3,155,"Native"
"Native 38",42,2,"fp",4,0,"Native"
"Native 38",26,2,"fp",4,289,"Native"
"Native 38",30,2,"fp",4,203,"Native"
"Native 38",35,2,"fp",1,0,"Native"
"Native 38",46,2,"fp",4,106,"Native"
"Native 38",33,2,"fp",3,143,"Native"
"Native 38",27,2,"fp",1,172,"Native"
"Native 38",44,2,"fp",2,0,"Native"
"Native 38",25,2,"fp",3,320,"Native"
"Native 38",32,2,"fp",2,139,"Native"
"Native 38",47,2,"fp",1,147,"Native"
"Native 38",31,2,"fp",1,231,"Native"
"Native 38",34,2,"fp",4,160,"Native"
"Native 38",38,2,"fp",4,177,"Native"
"Native 38",48,2,"fp",2,159,"Native"
"Native 38",43,2,"fp",1,123,"Native"
"Native 38",37,2,"fp",3,160,"Native"
"Native 38",28,2,"fp",2,333,"Native"
"Native 39",28,2,"fp",3,374,"Native"
"Native 39",29,2,"fp",4,305,"Native"
"Native 39",33,2,"fp",4,401,"Native"
"Native 39",25,2,"fp",4,254,"Native"
"Native 39",32,2,"fp",3,214,"Native"
"Native 39",40,2,"fp",3,514,"Native"
"Native 39",46,2,"fp",1,503,"Native"
"Native 39",31,2,"fp",2,327,"Native"
"Native 39",43,2,"fp",2,260,"Native"
"Native 39",27,2,"fp",2,306,"Native"
"Native 39",37,2,"fp",4,262,"Native"
"Native 39",48,2,"fp",3,523,"Native"
"Native 39",47,2,"fp",2,542,"Native"
"Native 39",41,2,"fp",4,482,"Native"
"Native 39",38,2,"fp",1,291,"Native"
"Native 39",26,2,"fp",1,238,"Native"
"Native 39",45,2,"fp",4,164,"Native"
"Native 39",39,2,"fp",2,539,"Native"
"Native 39",42,2,"fp",1,443,"Native"
"Native 39",36,2,"fp",3,572,"Native"
"Native 39",34,2,"fp",1,237,"Native"
"Native 39",30,2,"fp",1,374,"Native"
"Native 39",35,2,"fp",2,188,"Native"
"Native 39",44,2,"fp",3,210,"Native"
"Native 40",39,2,"fp",3,199,"Native"
"Native 40",46,2,"fp",2,1179,"Native"
"Native 40",34,2,"fp",2,308,"Native"
"Native 40",33,2,"fp",1,501,"Native"
"Native 40",27,2,"fp",3,149,"Native"
"Native 40",31,2,"fp",3,172,"Native"
"Native 40",48,2,"fp",4,200,"Native"
"Native 40",28,2,"fp",4,191,"Native"
"Native 40",38,2,"fp",2,464,"Native"
"Native 40",44,2,"fp",4,286,"Native"
"Native 40",45,2,"fp",1,575,"Native"
"Native 40",29,2,"fp",1,126,"Native"
"Native 40",26,2,"fp",2,537,"Native"
"Native 40",35,2,"fp",3,340,"Native"
"Native 40",47,2,"fp",3,160,"Native"
"Native 40",41,2,"fp",1,177,"Native"
"Native 40",36,2,"fp",4,407,"Native"
"Native 40",25,2,"fp",1,590,"Native"
"Native 40",37,2,"fp",1,287,"Native"
"Native 40",32,2,"fp",4,594,"Native"
"Native 40",42,2,"fp",2,266,"Native"
"Native 40",30,2,"fp",2,335,"Native"
"Native 40",43,2,"fp",3,287,"Native"
"Native 40",40,2,"fp",4,463,"Native"
"Native 1",45,5,"fp",1,386,"Native"
"Native 1",29,5,"fp",1,180,"Native"
"Native 1",34,5,"fp",2,149,"Native"
"Native 1",36,5,"fp",4,375,"Native"
"Native 1",25,5,"fp",1,457,"Native"
"Native 1",42,5,"fp",2,566,"Native"
"Native 1",41,5,"fp",1,389,"Native"
"Native 1",46,5,"fp",2,164,"Native"
"Native 1",47,5,"fp",3,743,"Native"
"Native 1",39,5,"fp",3,663,"Native"
"Native 1",35,5,"fp",3,466,"Native"
"Native 1",48,5,"fp",4,928,"Native"
"Native 1",27,5,"fp",3,478,"Native"
"Native 1",31,5,"fp",3,291,"Native"
"Native 1",40,5,"fp",4,206,"Native"
"Native 1",38,5,"fp",2,272,"Native"
"Native 1",30,5,"fp",2,213,"Native"
"Native 1",32,5,"fp",4,439,"Native"
"Native 1",44,5,"fp",4,957,"Native"
"Native 1",37,5,"fp",1,144,"Native"
"Native 1",28,5,"fp",4,265,"Native"
"Native 1",26,5,"fp",2,576,"Native"
"Native 1",33,5,"fp",1,532,"Native"
"Native 1",43,5,"fp",3,454,"Native"
"Native 2",45,5,"fp",2,0,"Native"
"Native 2",39,5,"fp",4,378,"Native"
"Native 2",48,5,"fp",1,383,"Native"
"Native 2",32,5,"fp",1,209,"Native"
"Native 2",26,5,"fp",3,658,"Native"
"Native 2",42,5,"fp",3,1257,"Native"
"Native 2",37,5,"fp",2,247,"Native"
"Native 2",31,5,"fp",4,98,"Native"
"Native 2",25,5,"fp",2,0,"Native"
"Native 2",38,5,"fp",3,269,"Native"
"Native 2",35,5,"fp",4,119,"Native"
"Native 2",41,5,"fp",2,149,"Native"
"Native 2",34,5,"fp",3,292,"Native"
"Native 2",43,5,"fp",4,275,"Native"
"Native 2",33,5,"fp",2,459,"Native"
"Native 2",40,5,"fp",1,632,"Native"
"Native 2",30,5,"fp",3,478,"Native"
"Native 2",27,5,"fp",4,552,"Native"
"Native 2",36,5,"fp",1,443,"Native"
"Native 2",28,5,"fp",1,689,"Native"
"Native 2",44,5,"fp",1,472,"Native"
"Native 2",29,5,"fp",2,1135,"Native"
"Native 2",47,5,"fp",4,142,"Native"
"Native 2",46,5,"fp",3,159,"Native"
"Native 3",46,5,"fp",4,674,"Native"
"Native 3",43,5,"fp",1,424,"Native"
"Native 3",39,5,"fp",1,541,"Native"
"Native 3",33,5,"fp",3,710,"Native"
"Native 3",31,5,"fp",1,415,"Native"
"Native 3",29,5,"fp",3,393,"Native"
"Native 3",44,5,"fp",2,353,"Native"
"Native 3",27,5,"fp",1,628,"Native"
"Native 3",45,5,"fp",3,605,"Native"
"Native 3",37,5,"fp",3,482,"Native"
"Native 3",36,5,"fp",2,0,"Native"
"Native 3",32,5,"fp",2,319,"Native"
"Native 3",25,5,"fp",3,343,"Native"
"Native 3",26,5,"fp",4,340,"Native"
"Native 3",30,5,"fp",4,296,"Native"
"Native 3",28,5,"fp",2,709,"Native"
"Native 3",47,5,"fp",1,986,"Native"
"Native 3",48,5,"fp",2,233,"Native"
"Native 3",34,5,"fp",4,395,"Native"
"Native 3",38,5,"fp",4,967,"Native"
"Native 3",42,5,"fp",4,358,"Native"
"Native 3",35,5,"fp",1,399,"Native"
"Native 3",40,5,"fp",2,816,"Native"
"Native 3",41,5,"fp",3,654,"Native"
"Native 4",39,5,"fp",2,459,"Native"
"Native 4",27,5,"fp",2,213,"Native"
"Native 4",40,5,"fp",3,155,"Native"
"Native 4",38,5,"fp",1,347,"Native"
"Native 4",37,5,"fp",4,1056,"Native"
"Native 4",26,5,"fp",1,156,"Native"
"Native 4",33,5,"fp",4,693,"Native"
"Native 4",47,5,"fp",2,104,"Native"
"Native 4",45,5,"fp",4,581,"Native"
"Native 4",36,5,"fp",3,175,"Native"
"Native 4",46,5,"fp",1,990,"Native"
"Native 4",35,5,"fp",2,376,"Native"
"Native 4",48,5,"fp",3,502,"Native"
"Native 4",41,5,"fp",4,887,"Native"
"Native 4",30,5,"fp",1,154,"Native"
"Native 4",42,5,"fp",1,919,"Native"
"Native 4",44,5,"fp",3,975,"Native"
"Native 4",43,5,"fp",2,367,"Native"
"Native 4",31,5,"fp",2,925,"Native"
"Native 4",32,5,"fp",3,0,"Native"
"Native 4",25,5,"fp",4,703,"Native"
"Native 4",34,5,"fp",1,174,"Native"
"Native 4",28,5,"fp",3,803,"Native"
"Native 4",29,5,"fp",4,720,"Native"
"Native 5",46,5,"fp",2,304,"Native"
"Native 5",32,5,"fp",4,761,"Native"
"Native 5",45,5,"fp",1,264,"Native"
"Native 5",33,5,"fp",1,603,"Native"
"Native 5",26,5,"fp",2,452,"Native"
"Native 5",47,5,"fp",3,450,"Native"
"Native 5",39,5,"fp",3,320,"Native"
"Native 5",44,5,"fp",4,440,"Native"
"Native 5",28,5,"fp",4,371,"Native"
"Native 5",48,5,"fp",4,225,"Native"
"Native 5",29,5,"fp",1,577,"Native"
"Native 5",35,5,"fp",3,568,"Native"
"Native 5",25,5,"fp",1,153,"Native"
"Native 5",31,5,"fp",3,329,"Native"
"Native 5",42,5,"fp",2,365,"Native"
"Native 5",43,5,"fp",3,293,"Native"
"Native 5",37,5,"fp",1,334,"Native"
"Native 5",27,5,"fp",3,262,"Native"
"Native 5",36,5,"fp",4,463,"Native"
"Native 5",40,5,"fp",4,259,"Native"
"Native 5",41,5,"fp",1,420,"Native"
"Native 5",34,5,"fp",2,383,"Native"
"Native 5",38,5,"fp",2,409,"Native"
"Native 5",30,5,"fp",2,276,"Native"
"Native 6",40,5,"fp",1,410,"Native"
"Native 6",45,5,"fp",2,310,"Native"
"Native 6",35,5,"fp",4,416,"Native"
"Native 6",36,5,"fp",1,313,"Native"
"Native 6",39,5,"fp",4,364,"Native"
"Native 6",25,5,"fp",2,363,"Native"
"Native 6",46,5,"fp",3,323,"Native"
"Native 6",26,5,"fp",3,416,"Native"
"Native 6",34,5,"fp",3,153,"Native"
"Native 6",41,5,"fp",2,326,"Native"
"Native 6",30,5,"fp",3,323,"Native"
"Native 6",33,5,"fp",2,595,"Native"
"Native 6",42,5,"fp",3,661,"Native"
"Native 6",29,5,"fp",2,477,"Native"
"Native 6",47,5,"fp",4,279,"Native"
"Native 6",27,5,"fp",4,370,"Native"
"Native 6",28,5,"fp",1,767,"Native"
"Native 6",48,5,"fp",1,302,"Native"
"Native 6",37,5,"fp",2,1298,"Native"
"Native 6",38,5,"fp",3,533,"Native"
"Native 6",44,5,"fp",1,335,"Native"
"Native 6",31,5,"fp",4,326,"Native"
"Native 6",32,5,"fp",1,727,"Native"
"Native 6",43,5,"fp",4,308,"Native"
"Native 7",42,5,"fp",4,808,"Native"
"Native 7",40,5,"fp",2,212,"Native"
"Native 7",27,5,"fp",1,297,"Native"
"Native 7",46,5,"fp",4,249,"Native"
"Native 7",41,5,"fp",3,85,"Native"
"Native 7",48,5,"fp",2,178,"Native"
"Native 7",26,5,"fp",4,683,"Native"
"Native 7",38,5,"fp",4,361,"Native"
"Native 7",37,5,"fp",3,276,"Native"
"Native 7",47,5,"fp",1,303,"Native"
"Native 7",35,5,"fp",1,478,"Native"
"Native 7",39,5,"fp",1,513,"Native"
"Native 7",25,5,"fp",3,272,"Native"
"Native 7",34,5,"fp",4,596,"Native"
"Native 7",33,5,"fp",3,355,"Native"
"Native 7",45,5,"fp",3,551,"Native"
"Native 7",36,5,"fp",2,321,"Native"
"Native 7",43,5,"fp",1,139,"Native"
"Native 7",31,5,"fp",1,236,"Native"
"Native 7",28,5,"fp",2,360,"Native"
"Native 7",29,5,"fp",3,174,"Native"
"Native 7",30,5,"fp",4,551,"Native"
"Native 7",44,5,"fp",2,125,"Native"
"Native 7",32,5,"fp",2,136,"Native"
"Native 8",43,5,"fp",2,506,"Native"
"Native 8",32,5,"fp",3,0,"Native"
"Native 8",28,5,"fp",3,232,"Native"
"Native 8",38,5,"fp",1,177,"Native"
"Native 8",47,5,"fp",2,339,"Native"
"Native 8",30,5,"fp",1,411,"Native"
"Native 8",31,5,"fp",2,404,"Native"
"Native 8",41,5,"fp",4,106,"Native"
"Native 8",42,5,"fp",1,198,"Native"
"Native 8",25,5,"fp",4,100,"Native"
"Native 8",27,5,"fp",2,189,"Native"
"Native 8",46,5,"fp",1,338,"Native"
"Native 8",48,5,"fp",3,136,"Native"
"Native 8",39,5,"fp",2,339,"Native"
"Native 8",29,5,"fp",4,331,"Native"
"Native 8",33,5,"fp",4,443,"Native"
"Native 8",45,5,"fp",4,180,"Native"
"Native 8",36,5,"fp",3,0,"Native"
"Native 8",35,5,"fp",2,186,"Native"
"Native 8",40,5,"fp",3,415,"Native"
"Native 8",34,5,"fp",1,0,"Native"
"Native 8",44,5,"fp",3,0,"Native"
"Native 8",26,5,"fp",1,352,"Native"
"Native 8",37,5,"fp",4,126,"Native"
"Native 9",46,5,"fp",2,431,"Native"
"Native 9",30,5,"fp",2,552,"Native"
"Native 9",42,5,"fp",2,178,"Native"
"Native 9",27,5,"fp",3,428,"Native"
"Native 9",36,5,"fp",4,414,"Native"
"Native 9",45,5,"fp",1,153,"Native"
"Native 9",35,5,"fp",3,712,"Native"
"Native 9",39,5,"fp",3,194,"Native"
"Native 9",47,5,"fp",3,665,"Native"
"Native 9",40,5,"fp",4,434,"Native"
"Native 9",38,5,"fp",2,159,"Native"
"Native 9",43,5,"fp",3,366,"Native"
"Native 9",29,5,"fp",1,473,"Native"
"Native 9",26,5,"fp",2,625,"Native"
"Native 9",33,5,"fp",1,801,"Native"
"Native 9",41,5,"fp",1,348,"Native"
"Native 9",34,5,"fp",2,147,"Native"
"Native 9",37,5,"fp",1,218,"Native"
"Native 9",48,5,"fp",4,394,"Native"
"Native 9",31,5,"fp",3,651,"Native"
"Native 9",32,5,"fp",4,541,"Native"
"Native 9",44,5,"fp",4,544,"Native"
"Native 9",28,5,"fp",4,509,"Native"
"Native 9",25,5,"fp",1,328,"Native"
"Native 10",43,5,"fp",4,1588,"Native"
"Native 10",48,5,"fp",1,603,"Native"
"Native 10",39,5,"fp",4,508,"Native"
"Native 10",44,5,"fp",1,202,"Native"
"Native 10",42,5,"fp",3,238,"Native"
"Native 10",33,5,"fp",2,714,"Native"
"Native 10",35,5,"fp",4,827,"Native"
"Native 10",27,5,"fp",4,440,"Native"
"Native 10",34,5,"fp",3,752,"Native"
"Native 10",46,5,"fp",3,616,"Native"
"Native 10",28,5,"fp",1,457,"Native"
"Native 10",47,5,"fp",4,437,"Native"
"Native 10",29,5,"fp",2,1140,"Native"
"Native 10",26,5,"fp",3,647,"Native"
"Native 10",31,5,"fp",4,943,"Native"
"Native 10",45,5,"fp",2,171,"Native"
"Native 10",32,5,"fp",1,584,"Native"
"Native 10",40,5,"fp",1,675,"Native"
"Native 10",37,5,"fp",2,230,"Native"
"Native 10",25,5,"fp",2,151,"Native"
"Native 10",36,5,"fp",1,528,"Native"
"Native 10",41,5,"fp",2,265,"Native"
"Native 10",30,5,"fp",3,225,"Native"
"Native 10",38,5,"fp",3,543,"Native"
"Native 11",27,5,"fp",1,255,"Native"
"Native 11",44,5,"fp",2,261,"Native"
"Native 11",38,5,"fp",4,409,"Native"
"Native 11",46,5,"fp",4,352,"Native"
"Native 11",43,5,"fp",1,609,"Native"
"Native 11",25,5,"fp",3,298,"Native"
"Native 11",36,5,"fp",2,651,"Native"
"Native 11",47,5,"fp",1,392,"Native"
